Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
10/4/2020,2/1/2020,10/3/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,10,
10/4/2020,2/1/2020,10/3/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,19,
10/4/2020,2/1/2020,10/3/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,22,
10/4/2020,2/1/2020,10/3/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,31,
10/4/2020,2/1/2020,10/3/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,85,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,0-24,0,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,25-34,0,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,35-44,0,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,55-64,14,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,65-74,19,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,75-84,10,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,85+,16,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,Sepsis,Sepsis,A40-A41,All Ages,62,
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,0,
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,13,
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,24,
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,20,
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,67,
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,0-24,0,
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,35-44,0,
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,55-64,10,
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,65-74,28,
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,75-84,36,
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,85+,35,
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,Diabetes,Diabetes,E10-E14,All Ages,113,
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,0-24,0,
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,45-54,0,
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,Obesity,Obesity,E65-E68,All Ages,27,
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,0-24,0,
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,25-34,0,
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,35-44,0,
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,45-54,0,
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,75-84,28,
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,85+,47,
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,Alzheimer disease,Alzheimer disease,G30,All Ages,82,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,0,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,20,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,44,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,139,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,203,
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,0-24,0,
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,25-34,0,
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,65-74,23,
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,75-84,23,
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,85+,49,
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,Renal failure,Renal failure,N17-N19,All Ages,108,
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0,
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,14,
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,16,
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,26,
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,71,
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,16,
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,14,
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,58,
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,117,
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,150,
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,253,
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,614,
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,35-44,11,
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,45-54,18,
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,55-64,77,
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,65-74,192,
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,75-84,277,
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,85+,479,
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,RI,COVID-19,COVID-19,U071,All Ages,1059,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,13,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,23,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,46,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,180,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,331,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,393,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,345,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1333,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,11,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,33,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,101,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,112,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,62,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,319,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,15,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,41,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,88,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,138,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,97,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,36,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,418,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,25-34,10,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,35-44,29,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,45-54,57,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,55-64,214,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,65-74,428,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,75-84,543,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,85+,392,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory failure,J96,All Ages,1678,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,65-74,16,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,75-84,34,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,85+,34,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Respiratory arrest,R09.2,All Ages,97,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,29,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,54,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,54,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,38,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,185,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,22,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,70,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,135,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,166,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,85+,160,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,562,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,31,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,72,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,129,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,85+,95,
10/4/2020,2/1/2020,10/3/2020,SC,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
